id,date,business_line,product_line,region,subregion,mortgage_type,valuation,dtv,balance,monthly_repayment,months_in_arrears,pd_12m
ID1007700854,01/12/2022,Retail,Mortgage,Sweden,Gastrikland,floating rate,382384.3901,0.374534211,143216,1193,1,0.000295848
ID1007700855,01/12/2022,Retail,Mortgage,Sweden,Dalsland,floating rate,371134.6372,0.458936116,170327,946,0,0.000302098
ID1007700856,01/12/2022,Retail,Mortgage,Sweden,Narke,floating rate,349925.7557,0.242864062,84984,1416,0,0.000333668
ID1007700857,01/12/2022,Retail,Mortgage,Sweden,Norrbotten,capped rate,332283.8492,0.248450879,82556,625,0,0.000375991
ID1007700858,01/12/2022,Retail,Mortgage,Sweden,Angermanland,fixed rate,385533.1531,0.279732742,107846,2247,1,0.000324402
ID1007700859,01/12/2022,Retail,Mortgage,Sweden,Dalsland,floating rate,343054.9143,0.623981347,214060,939,0,0.000302999
ID1007700860,01/12/2022,Retail,Mortgage,Sweden,Lappland,capped rate,338354.8291,0.417633749,141308,693,0,0.000353967
ID1007700861,01/12/2022,Retail,Mortgage,Sweden,Blekinge,fixed rate,408340.8766,0.434385616,177377,1344,0,0.00030595
ID1007700862,01/12/2022,Retail,Mortgage,Sweden,Jamtland,capped rate,298094.5998,0.466887953,139177,3866,1,0.000272427
ID1007700863,01/12/2022,Retail,Mortgage,Sweden,Halland,capped rate,348676.4553,0.494372939,172376,625,0,0.000281859
ID1007700864,01/12/2022,Retail,Mortgage,Sweden,Gastrikland,floating rate,373302.1085,0.362055964,135156,469,2,0.000258409
ID1007700865,01/12/2022,Retail,Mortgage,Sweden,Angermanland,fixed rate,335502.4208,0.293100443,98336,4097,0,0.000291306
ID1007700866,01/12/2022,Retail,Mortgage,Sweden,Gastrikland,fixed rate,417269.24,0.313915223,130987,496,2,0.000322664
ID1007700867,01/12/2022,Retail,Mortgage,Sweden,Halland,floating rate,412249.3799,0.440133856,181445,3780,0,0.00029934
ID1007700868,01/12/2022,Retail,Mortgage,Sweden,Narke,floating rate,353239.6574,0.459013474,162142,643,0,0.000333292
ID1007700869,01/12/2022,Retail,Mortgage,Sweden,Oland,capped rate,368411.6366,0.400167658,147426,512,0,0.000285432
ID1007700870,01/12/2022,Retail,Mortgage,Sweden,Dalsland,fixed rate,349673.5201,0.33646383,117652,363,2,0.000276623
ID1007700871,01/12/2022,Retail,Mortgage,Sweden,Jamtland,floating rate,385429.5135,0.479768231,184917,1185,1,0.000292232
ID1007700872,01/12/2022,Retail,Mortgage,Sweden,Medelpad,floating rate,425694.0534,0.451143796,192049,16004,0,0.000235144
ID1007700873,01/12/2022,Retail,Mortgage,Sweden,Narke,floating rate,416630.0529,0.36444141,151837,2109,0,0.000303245
ID1007700874,01/12/2022,Retail,Mortgage,Sweden,Halsingland,floating rate,362161.8941,0.440931062,159688,493,0,0.000252986
ID1007700875,01/12/2022,Retail,Mortgage,Sweden,Harjedalen,floating rate,350489.4553,0.415126567,145497,713,0,0.000353879
ID1007700876,01/12/2022,Retail,Mortgage,Sweden,Oland,capped rate,335992.8773,0.509020353,171027,679,1,0.000335449
ID1007700877,01/12/2022,Retail,Mortgage,Sweden,Harjedalen,floating rate,345725.5076,0.509169759,176033,1630,2,0.000351527
ID1007700878,01/12/2022,Retail,Mortgage,Sweden,Blekinge,fixed rate,412518.7403,0.436534029,180078,536,0,0.000269813
ID1007700879,01/12/2022,Retail,Mortgage,Sweden,Oland,capped rate,320437.1399,0.346059405,110890,342,0,0.000268108
ID1007700880,01/12/2022,Retail,Mortgage,Sweden,Jamtland,floating rate,385741.7529,0.560423072,216179,4504,0,0.000276543
ID1007700881,01/12/2022,Retail,Mortgage,Sweden,Lappland,capped rate,319839.5776,0.473942706,151586,632,1,0.000310405
ID1007700882,01/12/2022,Retail,Mortgage,Sweden,Angermanland,fixed rate,444020.8354,0.180034743,79939,606,0,0.000281743
ID1007700883,01/12/2022,Retail,Mortgage,Sweden,Halsingland,floating rate,357700.6962,0.552374659,197585,16465,0,0.000285961
ID1007700884,01/12/2022,Retail,Mortgage,Sweden,Dalarna,fixed rate,336540.609,0.40820593,137378,520,0,0.000283443
ID1007700885,01/12/2022,Retail,Mortgage,Sweden,Gastrikland,floating rate,358085.2408,0.422989217,151466,701,0,0.000398416
ID1007700886,01/12/2022,Retail,Mortgage,Sweden,Oland,capped rate,344208.9495,0.382059506,131508,996,0,0.000237431
ID1007700887,01/12/2022,Retail,Mortgage,Sweden,Dalsland,floating rate,390736.6599,0.292748102,114387,953,1,0.000430184
ID1007700888,01/12/2022,Retail,Mortgage,Sweden,Angermanland,fixed rate,378505.3449,0.305751341,115729,3215,1,0.000206723
ID1007700889,01/12/2022,Retail,Mortgage,Sweden,Bohuslan,fixed rate,331324.5234,0.360351238,119393,383,3,1
ID1007700890,01/12/2022,Retail,Mortgage,Sweden,Narke,floating rate,354265.5027,0.431634117,152913,510,2,0.000340016
ID1007700891,01/12/2022,Retail,Mortgage,Sweden,Ostergotland,capped rate,399412.8367,0.374516107,149587,2078,0,0.000289842
ID1007700892,01/12/2022,Retail,Mortgage,Sweden,Gastrikland,floating rate,325997.1442,0.417994361,136265,2839,0,0.000278979
ID1007700893,01/12/2022,Retail,Mortgage,Sweden,Blekinge,fixed rate,364341.5771,0.470137702,171291,3569,0,0.000337375
ID1007700894,01/12/2022,Retail,Mortgage,Sweden,Jamtland,fixed rate,355435.1384,0.440549506,156587,544,1,0.000244457
ID1007700895,01/12/2022,Retail,Mortgage,Sweden,Narke,floating rate,368766.2395,0.48439161,178627,1063,0,0.000170051
ID1007700896,01/12/2022,Retail,Mortgage,Sweden,Ostergotland,capped rate,350112.6159,0.354658772,124171,383,0,0.000316038
ID1007700897,01/12/2022,Retail,Mortgage,Sweden,Jamtland,floating rate,351323.6022,0.372665941,130926,10911,1,0.000373419
ID1007700898,01/12/2022,Retail,Mortgage,Sweden,Ostergotland,capped rate,398476.9856,0.485619313,193508,8063,0,0.000292777
ID1007700899,01/12/2022,Retail,Mortgage,Sweden,Halsingland,floating rate,353540.5353,0.36747366,129917,5413,0,0.000235882
ID1007700900,01/12/2022,Retail,Mortgage,Sweden,Dalsland,floating rate,417554.2454,0.495699636,206981,17248,1,0.00027026
ID1007700901,01/12/2022,Retail,Mortgage,Sweden,Bohuslan,fixed rate,341086.596,0.49746396,169678,589,2,0.000276972
ID1007700902,01/12/2022,Retail,Mortgage,Sweden,Jamtland,floating rate,353140.0457,0.376624725,133001,652,0,0.000307298
ID1007700903,01/12/2022,Retail,Mortgage,Sweden,Oland,capped rate,332809.228,0.51051061,169903,545,0,0.000312404
ID1007700904,01/12/2022,Retail,Mortgage,Sweden,Halsingland,floating rate,332751.1279,0.389001628,129441,490,0,0.000198807
ID1007700905,01/12/2022,Retail,Mortgage,Sweden,Narke,capped rate,429117.5306,0.386252469,165748,987,0,0.0002307
ID1007700906,01/12/2022,Retail,Mortgage,Sweden,Jamtland,capped rate,363880.4391,0.245848721,89460,287,0,0.000302421
ID1007700907,01/12/2022,Retail,Mortgage,Sweden,Dalarna,floating rate,303085.2498,0.379066753,114890,1596,3,1
ID1007700908,01/12/2022,Retail,Mortgage,Sweden,Gotland,floating rate,426028.6389,0.26065225,111045,841,0,0.000261502
ID1007700909,01/12/2022,Retail,Mortgage,Sweden,Harjedalen,floating rate,400267.8809,0.53212931,212994,887,1,0.000293597
ID1007700910,01/12/2022,Retail,Mortgage,Sweden,Angermanland,fixed rate,370732.7169,0.419898582,155670,763,3,1
ID1007700911,01/12/2022,Retail,Mortgage,Sweden,Narke,floating rate,385354.1787,0.571085166,220070,3668,0,0.000260762
ID1007700912,01/12/2022,Retail,Mortgage,Sweden,Oland,capped rate,348582.5612,0.272130954,94860,316,2,0.000291906
ID1007700913,01/12/2022,Retail,Mortgage,Sweden,Oland,capped rate,372024.207,0.501189695,186455,863,0,0.000198392
ID1007700914,01/12/2022,Retail,Mortgage,Sweden,Dalsland,floating rate,355275.7145,0.282229836,100269,309,1,0.000426282
ID1007700915,01/12/2022,Retail,Mortgage,Sweden,Halland,floating rate,355467.4625,0.300366087,106770,684,1,0.000289063
ID1007700916,01/12/2022,Retail,Mortgage,Sweden,Jamtland,floating rate,290196.334,0.446925229,129696,10808,2,0.000371608
ID1007700917,01/12/2022,Retail,Mortgage,Sweden,Angermanland,fixed rate,361082.9556,0.292237048,105522,314,1,0.000264245
ID1007700918,01/12/2022,Retail,Mortgage,Sweden,Narke,capped rate,383371.0105,0.522461396,200297,1855,0,0.000285002
ID1007700919,01/12/2022,Retail,Mortgage,Sweden,Dalarna,floating rate,340465.5483,0.289420259,98538,821,0,0.000319442
ID1007700920,01/12/2022,Retail,Mortgage,Sweden,Lappland,capped rate,351538.0607,0.420249787,147734,492,2,0.000304836
ID1007700921,01/12/2022,Retail,Mortgage,Sweden,Gotland,capped rate,379797.6763,0.284600921,108091,819,0,0.000263949
ID1007700922,01/12/2022,Retail,Mortgage,Sweden,Dalarna,floating rate,360028.8883,0.444231379,159936,701,0,0.000281098
ID1007700923,01/12/2022,Retail,Mortgage,Sweden,Gastrikland,floating rate,329395.7255,0.622366652,205005,949,0,0.00028489
ID1007700924,01/12/2022,Retail,Mortgage,Sweden,Bohuslan,fixed rate,330969.6532,0.532025823,176084,3668,0,0.000300961
ID1007700925,01/12/2022,Retail,Mortgage,Sweden,Ostergotland,capped rate,297425.2651,0.415258436,123508,3431,0,0.000268555
ID1007700926,01/12/2022,Retail,Mortgage,Sweden,Jamtland,floating rate,346365.7942,0.181049639,62709,209,2,0.000209817
ID1007700927,01/12/2022,Retail,Mortgage,Sweden,Harjedalen,floating rate,365583.4818,0.560904403,205057,777,1,0.000312824
ID1007700928,01/12/2022,Retail,Mortgage,Sweden,Lappland,floating rate,337359.147,0.319454038,107771,1123,0,0.000306621
ID1007700929,01/12/2022,Retail,Mortgage,Sweden,Jamtland,floating rate,393350.5762,0.34881755,137208,1270,0,0.000270793
ID1007700930,01/12/2022,Retail,Mortgage,Sweden,Angermanland,fixed rate,427659.794,0.229149098,97998,1167,0,0.000268561
ID1007700931,01/12/2022,Retail,Mortgage,Sweden,Narke,capped rate,406275.7804,0.466572579,189557,718,0,0.000296994
ID1007700932,01/12/2022,Retail,Mortgage,Sweden,Dalsland,fixed rate,302466.7322,0.487637182,147494,455,2,0.000255271
ID1007700933,01/12/2022,Retail,Mortgage,Sweden,Gotland,fixed rate,353970.5102,0.474432843,167935,608,1,0.000302157
ID1007700934,01/12/2022,Retail,Mortgage,Sweden,Jamtland,floating rate,404040.2046,0.170628644,68941,1149,0,0.000206513
ID1007700935,01/12/2022,Retail,Mortgage,Sweden,Norrbotten,floating rate,378604.4777,0.452484434,171313,751,0,0.000337888
ID1007700936,01/12/2022,Retail,Mortgage,Sweden,Oland,capped rate,376056.0838,0.423622315,159306,2655,0,0.000283785
ID1007700937,01/12/2022,Retail,Mortgage,Sweden,Angermanland,fixed rate,411055.1258,0.361622338,148647,1770,0,0.000292539
ID1007700938,01/12/2022,Retail,Mortgage,Sweden,Oland,capped rate,351309.6719,0.331486315,116454,747,1,0.000314631
ID1007700939,01/12/2022,Retail,Mortgage,Sweden,Blekinge,fixed rate,351820.0034,0.423127881,148865,620,0,0.000376459
ID1007700940,01/12/2022,Retail,Mortgage,Sweden,Dalsland,fixed rate,331778.4509,0.39360751,130590,777,1,0.000265886
ID1007700941,01/12/2022,Retail,Mortgage,Sweden,Harjedalen,floating rate,388277.007,0.503221413,195389,857,0,0.000334872
ID1007700942,01/12/2022,Retail,Mortgage,Sweden,Oland,capped rate,361245.8923,0.553245462,199858,980,1,0.000318577
ID1007700943,01/12/2022,Retail,Mortgage,Sweden,Halland,floating rate,272461.5718,0.369268855,100612,932,1,0.000359422
ID1007700944,01/12/2022,Retail,Mortgage,Sweden,Dalarna,fixed rate,302612.104,0.247267605,74826,390,1,0.000279255
ID1007700945,01/12/2022,Retail,Mortgage,Sweden,Dalarna,fixed rate,286615.3039,0.501382525,143704,521,1,0.000385788
ID1007700946,01/12/2022,Retail,Mortgage,Sweden,Narke,capped rate,323743.4307,0.407307413,131863,999,1,0.000265745
ID1007700947,01/12/2022,Retail,Mortgage,Sweden,Halsingland,floating rate,369931.1781,0.504271311,186546,2591,0,0.000263635
ID1007700948,01/12/2022,Retail,Mortgage,Sweden,Gotland,floating rate,374071.5664,0.628027352,234927,979,3,1
ID1007700949,01/12/2022,Retail,Mortgage,Sweden,Gotland,fixed rate,364102.175,0.541832208,197282,1265,0,0.000250548
ID1007700950,01/12/2022,Retail,Mortgage,Sweden,Lappland,capped rate,314959.8988,0.415869751,130982,520,0,0.000192456
ID1007700951,01/12/2022,Retail,Mortgage,Sweden,Halsingland,floating rate,361240.734,0.407914628,147355,1364,1,0.000287634
ID1007700952,01/12/2022,Retail,Mortgage,Sweden,Jamtland,floating rate,416444.9712,0.280178422,116679,405,2,0.000253196
ID1007700953,01/12/2022,Retail,Mortgage,Sweden,Dalarna,floating rate,258724.3676,0.314001882,81240,260,1,0.000295102
ID1007700954,01/12/2022,Retail,Mortgage,Sweden,Angermanland,fixed rate,404003.8806,0.358893323,144994,604,0,0.000368972
ID1007700955,01/12/2022,Retail,Mortgage,Sweden,Jamtland,floating rate,374947.1986,0.259282371,97217,352,2,0.000333247
ID1007700956,01/12/2022,Retail,Mortgage,Sweden,Harjedalen,floating rate,362366.3856,0.392209119,142123,474,0,0.000334814
ID1007700957,01/12/2022,Retail,Mortgage,Sweden,Harjedalen,floating rate,419723.6312,0.453017753,190142,609,0,0.000307219
ID1007700958,01/12/2022,Retail,Mortgage,Sweden,Norrbotten,capped rate,326194.2679,0.464087419,151383,664,0,0.000267236
ID1007700959,01/12/2022,Retail,Mortgage,Sweden,Gastrikland,floating rate,354974.3558,0.369641709,131213,475,0,0.000216249
ID1007700960,01/12/2022,Retail,Mortgage,Sweden,Angermanland,fixed rate,271916.597,0.366341772,99614,395,0,0.000364794
ID1007700961,01/12/2022,Retail,Mortgage,Sweden,Norrbotten,floating rate,381305.7405,0.289387902,110345,920,0,0.000309487
ID1007700962,01/12/2022,Retail,Mortgage,Sweden,Ostergotland,capped rate,346249.8331,0.370575606,128312,764,0,0.000335853
ID1007700963,01/12/2022,Retail,Mortgage,Sweden,Dalarna,floating rate,397909.8458,0.31349994,124745,473,0,0.000262002
ID1007700964,01/12/2022,Retail,Mortgage,Sweden,Gotland,floating rate,407869.9381,0.587300745,239542,951,3,1
ID1007700965,01/12/2022,Retail,Mortgage,Sweden,Angermanland,fixed rate,337501.1123,0.263002197,88764,1849,0,0.000255731
ID1007700966,01/12/2022,Retail,Mortgage,Sweden,Jamtland,floating rate,367315.8727,0.355240264,130485,2718,0,0.000301214
ID1007700967,01/12/2022,Retail,Mortgage,Sweden,Gastrikland,fixed rate,369264.1811,0.369206575,136335,516,1,0.000294215
ID1007700968,01/12/2022,Retail,Mortgage,Sweden,Lappland,floating rate,334347.2129,0.291907359,97598,626,3,1
ID1007700969,01/12/2022,Retail,Mortgage,Sweden,Jamtland,floating rate,311336.3754,0.374632953,116637,572,1,0.000271659
ID1007700970,01/12/2022,Retail,Mortgage,Sweden,Halsingland,floating rate,437860.1565,0.338468481,148202,1123,0,0.00033622
ID1007700971,01/12/2022,Retail,Mortgage,Sweden,Norrbotten,floating rate,301549.1628,0.358234334,108025,429,0,0.000330253
ID1007700972,01/12/2022,Retail,Mortgage,Sweden,Norrbotten,floating rate,339421.0544,0.574313255,194934,1805,1,0.000272633
ID1007700973,01/12/2022,Retail,Mortgage,Sweden,Blekinge,fixed rate,349430.1291,0.193341451,67559,469,0,0.000303131
ID1007700974,01/12/2022,Retail,Mortgage,Sweden,Ostergotland,capped rate,338850.5902,0.352111209,119313,398,0,0.000311649
ID1007700975,01/12/2022,Retail,Mortgage,Sweden,Blekinge,fixed rate,366291.6339,0.412046834,150929,662,1,0.000250359
ID1007700976,01/12/2022,Retail,Mortgage,Sweden,Ostergotland,capped rate,350676.6347,0.474202214,166292,630,0,0.000251744
ID1007700977,01/12/2022,Retail,Mortgage,Sweden,Halland,floating rate,302997.1312,0.408521533,123781,938,0,0.000222683
ID1007700978,01/12/2022,Retail,Mortgage,Sweden,Narke,capped rate,343003.6759,0.358932895,123115,933,0,0.00038029
ID1007700979,01/12/2022,Retail,Mortgage,Sweden,Dalsland,floating rate,443986.6141,0.283146387,125713,403,0,0.000285387
ID1007700980,01/12/2022,Retail,Mortgage,Sweden,Bohuslan,fixed rate,337136.0072,0.205409849,69251,339,1,0.00035473
ID1007700981,01/12/2022,Retail,Mortgage,Sweden,Dalarna,floating rate,295039.2203,0.246387488,72694,551,1,0.000306142
ID1007700982,01/12/2022,Retail,Mortgage,Sweden,Gastrikland,floating rate,343150.3205,0.581874778,199671,832,0,0.000344229
ID1007700983,01/12/2022,Retail,Mortgage,Sweden,Oland,capped rate,432834.8773,0.619792738,268268,1177,0,0.000285235
ID1007700984,01/12/2022,Retail,Mortgage,Sweden,Blekinge,fixed rate,359859.3607,0.301836634,108619,566,1,0.000265467
ID1007700985,01/12/2022,Retail,Mortgage,Sweden,Harjedalen,floating rate,350329.7928,0.28454429,99684,361,0,0.000340103
ID1007700986,01/12/2022,Retail,Mortgage,Sweden,Lappland,floating rate,379383.5291,0.437801599,166095,1977,2,0.000258951
ID1007700987,01/12/2022,Retail,Mortgage,Sweden,Harjedalen,floating rate,445037.4942,0.650989434,289715,1006,0,0.00026645
ID1007700988,01/12/2022,Retail,Mortgage,Sweden,Dalsland,fixed rate,434540.739,0.30374105,131988,733,0,0.000237908
ID1007700989,01/12/2022,Retail,Mortgage,Sweden,Lappland,capped rate,405107.0186,0.166771476,67560,352,2,0.000280403
ID1007700990,01/12/2022,Retail,Mortgage,Sweden,Dalsland,floating rate,397148.5485,0.421240881,167295,498,0,0.000373776
ID1007700991,01/12/2022,Retail,Mortgage,Sweden,Halsingland,capped rate,388089.4171,0.436419459,169370,672,0,0.000213897
ID1007700992,01/12/2022,Retail,Mortgage,Sweden,Angermanland,fixed rate,358816.8023,0.301848009,108308,694,2,0.000384336
ID1007700993,01/12/2022,Retail,Mortgage,Sweden,Gotland,floating rate,363016.6448,0.295124254,107135,425,0,0.000244126
ID1007700994,01/12/2022,Retail,Mortgage,Sweden,Dalarna,floating rate,361172.3819,0.434501674,156930,523,1,0.000262605
ID1007700995,01/12/2022,Retail,Mortgage,Sweden,Dalarna,floating rate,361431.2869,0.272176638,98373,328,1,0.00025703
ID1007700996,01/12/2022,Retail,Mortgage,Sweden,Dalsland,capped rate,381481.9755,0.519423277,198151,826,0,0.00027106
ID1007700997,01/12/2022,Retail,Mortgage,Sweden,Angermanland,fixed rate,366752.2767,0.401353381,147197,681,2,0.00029312
ID1007700998,01/12/2022,Retail,Mortgage,Sweden,Blekinge,floating rate,405673.3292,0.491973372,199580,693,0,0.000310446
ID1007700999,01/12/2022,Retail,Mortgage,Sweden,Blekinge,floating rate,386517.759,0.390808645,151054,504,0,0.000309265
ID1007701000,01/12/2022,Retail,Mortgage,Sweden,Angermanland,fixed rate,385916.4246,0.300747439,116063,604,0,0.00030913
